"UF";"CATEGORIA";"TIPO_RELATORIO";TOTAL
"MG";"Empresa de Segurança Privada";"RENOVAÇÕES";5
"MG";"Empresa de Segurança Privada";"TRANSFERENCIAS";7
"MG";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";181
"MG";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";72
"MG";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";39
"MG";"Órgão público sem taxa";"REGISTROS NOVOS";56
"MG";"Órgão público sem taxa";"RENOVAÇÕES";15
"MS";"Cidadão";"REGISTROS NOVOS";64
"MS";"Cidadão";"RENOVAÇÕES";38
"MS";"Cidadão";"TRANSFERENCIAS";4
"MS";"Empresa de Segurança Privada";"REGISTROS NOVOS";3
"MS";"Empresa de Segurança Privada";"TRANSFERENCIAS";37
"MS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";37
"MS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";14
"MS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";3
"MT";"Cidadão";"REGISTROS NOVOS";185
"MT";"Cidadão";"RENOVAÇÕES";57
"MT";"Cidadão";"TRANSFERENCIAS";2
"MT";"Empresa de Segurança Privada";"REGISTROS NOVOS";33
"MT";"Empresa de Segurança Privada";"TRANSFERENCIAS";113
"MT";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";37
"MT";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";12
"MT";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";4
"PA";"Caçador de Subsistência";"REGISTROS NOVOS";22
"PA";"Caçador de Subsistência";"RENOVAÇÕES";4
"PA";"Caçador de Subsistência";"TRANSFERENCIAS";2
"PA";"Cidadão";"REGISTROS NOVOS";144
"PA";"Cidadão";"RENOVAÇÕES";23
"PA";"Cidadão";"TRANSFERENCIAS";3
"PA";"Empresa de Segurança Privada";"REGISTROS NOVOS";8
"PA";"Empresa de Segurança Privada";"TRANSFERENCIAS";21
"PA";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";25
"PA";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"PA";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";4
"PB";"Cidadão";"REGISTROS NOVOS";26
"PB";"Empresa de Segurança Privada";"TRANSFERENCIAS";79
"PB";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";5
"PE";"Cidadão";"REGISTROS NOVOS";126
"PE";"Cidadão";"RENOVAÇÕES";31
"PE";"Cidadão";"TRANSFERENCIAS";12
"PE";"Empresa de Segurança Privada";"TRANSFERENCIAS";9
"PE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";54
"PE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";19
"PE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";4
"PE";"Órgão público com taxa";"REGISTROS NOVOS";70
"PI";"Cidadão";"REGISTROS NOVOS";39
"PI";"Cidadão";"RENOVAÇÕES";3
"PI";"Cidadão";"TRANSFERENCIAS";2
"PI";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";16
"PI";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";1
"PI";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";2
"PI";"Órgão público sem taxa";"TRANSFERENCIAS";2
"PR";"Cidadão";"REGISTROS NOVOS";197
"PR";"Cidadão";"RENOVAÇÕES";135
"PR";"Cidadão";"TRANSFERENCIAS";6
"PR";"Empresa de Segurança Privada";"REGISTROS NOVOS";19
"PR";"Empresa de Segurança Privada";"TRANSFERENCIAS";49
"PR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";48
"PR";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";19
"PR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";8
"PR";"Órgão público com taxa";"REGISTROS NOVOS";40
"PR";"Órgão público sem taxa";"REGISTROS NOVOS";211
"RJ";"Caçador de Subsistência";"REGISTROS NOVOS";1
"RJ";"Caçador de Subsistência";"RENOVAÇÕES";1
"RJ";"Cidadão";"REGISTROS NOVOS";324
"RJ";"Cidadão";"RENOVAÇÕES";90
"RJ";"Cidadão";"TRANSFERENCIAS";13
"RJ";"Empresa de Segurança Privada";"TRANSFERENCIAS";14
"RJ";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";59
"RJ";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";31
"RJ";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";5
"RN";"Cidadão";"REGISTROS NOVOS";14
"RN";"Cidadão";"RENOVAÇÕES";5
"RN";"Cidadão";"TRANSFERENCIAS";2
"RN";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";18
"RN";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";3
"RN";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"RN";"Órgão público sem taxa";"TRANSFERENCIAS";9
"RO";"Cidadão";"REGISTROS NOVOS";73
"RO";"Cidadão";"RENOVAÇÕES";20
"RO";"Cidadão";"TRANSFERENCIAS";5
"RO";"Empresa de Segurança Privada";"REGISTROS NOVOS";20
"RO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";29
"RO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";19
"RO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";7
"RR";"Cidadão";"REGISTROS NOVOS";13
"RR";"Cidadão";"RENOVAÇÕES";4
"RR";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";6
"RR";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"RS";"Cidadão";"REGISTROS NOVOS";743
"RS";"Cidadão";"RENOVAÇÕES";380
"RS";"Cidadão";"TRANSFERENCIAS";87
"RS";"Fabricante/Importador";"REGISTROS NOVOS";22
"RS";"Fabricante/Importador";"TRANSFERENCIAS";22
"RS";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";63
"RS";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";22
"RS";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";15
"SC";"Cidadão";"REGISTROS NOVOS";386
"SC";"Cidadão";"RENOVAÇÕES";123
"SC";"Cidadão";"TRANSFERENCIAS";16
"SC";"Empresa de Segurança Privada";"REGISTROS NOVOS";10
"SC";"Empresa de Segurança Privada";"TRANSFERENCIAS";2
"SC";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";48
"SC";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";9
"SC";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";4
"SE";"Cidadão";"REGISTROS NOVOS";40
"SE";"Cidadão";"RENOVAÇÕES";9
"SE";"Cidadão";"TRANSFERENCIAS";6
"SE";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";3
"SE";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";7
"SE";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"SE";"Órgão público sem taxa";"REGISTROS NOVOS";6
"SP";"Cidadão";"REGISTROS NOVOS";292
"SP";"Cidadão";"RENOVAÇÕES";157
"SP";"Cidadão";"TRANSFERENCIAS";29
"SP";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";2
"SP";"Empresa de Segurança Privada";"REGISTROS NOVOS";14
"SP";"Empresa de Segurança Privada";"RENOVAÇÕES";24
"SP";"Empresa de Segurança Privada";"TRANSFERENCIAS";100
"SP";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";631
"SP";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";176
"SP";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";79
"SP";"Órgão público com taxa";"TRANSFERENCIAS";1
"SP";"Órgão público sem taxa";"REGISTROS NOVOS";8139
"SP";"Órgão público sem taxa";"TRANSFERENCIAS";12
"TO";"Cidadão";"REGISTROS NOVOS";31
"TO";"Cidadão";"RENOVAÇÕES";4
"TO";"Cidadão";"TRANSFERENCIAS";1
"TO";"Empresa com Segurança Orgânica";"REGISTROS NOVOS";1
"TO";"Servidor Público(Porte por prerrogativa de função)";"REGISTROS NOVOS";15
"TO";"Servidor Público(Porte por prerrogativa de função)";"RENOVAÇÕES";2
"TO";"Servidor Público(Porte por prerrogativa de função)";"TRANSFERENCIAS";1
"TO";"Órgão público sem taxa";"REGISTROS NOVOS";43
